id_producto;id_producto_alternativo;id_subcategoria_producto;desc_producto_english;desc_producto;costo;producto_terminado?;Color;nivel_Stock_seguridad;punto_reorden;precio_lista;talle;rango_talle;peso;dias_necesarios_producir;linea_producto;precio_proveedor;clase;estilo;modelo;fecha_inicio;fecha_fin;estado;EnglishProductSubcategoryName;desc_subcategoria;id_categoria_producto;EnglishProductCategoryName;desc_categoria
226;LJ-0192-S;21;Long-Sleeve Logo Jersey, S;Logotipo Largo De La Manga Jersey, S;31,7244;VERDADERO;Multicolor;4;3;48,0673;S;S;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;01/07/2011 0:00;28/12/2007 0:00;;Jerseys;Jersey;3;Clothing;Prenda
227;LJ-0192-S;21;Long-Sleeve Logo Jersey, S;Logotipo Largo De La Manga Jersey, S;29,0807;VERDADERO;Multicolor;4;3;48,0673;S;S;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;01/07/2012 0:00;27/12/2008 0:00;;Jerseys;Jersey;3;Clothing;Prenda
228;LJ-0192-S;21;Long-Sleeve Logo Jersey, S;Logotipo Largo De La Manga Jersey, S;38,4923;VERDADERO;Multicolor;4;3;49,99;S;S;;0;S ;29,994;;U ;Long-Sleeve Logo Jersey;01/07/2013 0:00;;Activo;Jerseys;Jersey;3;Clothing;Prenda
229;LJ-0192-M;21;Long-Sleeve Logo Jersey, M;Logotipo Largo De La Manga Jersey, M;31,7244;VERDADERO;Multicolor;4;3;48,0673;M;M;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;01/07/2011 0:00;28/12/2007 0:00;;Jerseys;Jersey;3;Clothing;Prenda
230;LJ-0192-M;21;Long-Sleeve Logo Jersey, M;Logotipo Largo De La Manga Jersey, M;29,0807;VERDADERO;Multicolor;4;3;48,0673;M;M;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;01/07/2012 0:00;27/12/2008 0:00;;Jerseys;Jersey;3;Clothing;Prenda
231;LJ-0192-M;21;Long-Sleeve Logo Jersey, M;Logotipo Largo De La Manga Jersey, M;38,4923;VERDADERO;Multicolor;4;3;49,99;M;M;;0;S ;29,994;;U ;Long-Sleeve Logo Jersey;01/07/2013 0:00;;Activo;Jerseys;Jersey;3;Clothing;Prenda
232;LJ-0192-L;21;Long-Sleeve Logo Jersey, L;Logotipo Largo De La Manga Jersey, L;31,7244;VERDADERO;Multicolor;4;3;48,0673;L;L;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;01/07/2011 0:00;28/12/2007 0:00;;Jerseys;Jersey;3;Clothing;Prenda
233;LJ-0192-L;21;Long-Sleeve Logo Jersey, L;Logotipo Largo De La Manga Jersey, L;29,0807;VERDADERO;Multicolor;4;3;48,0673;L;L;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;01/07/2012 0:00;27/12/2008 0:00;;Jerseys;Jersey;3;Clothing;Prenda
234;LJ-0192-L;21;Long-Sleeve Logo Jersey, L;Logotipo Largo De La Manga Jersey, L;38,4923;VERDADERO;Multicolor;4;3;49,99;L;L;;0;S ;29,994;;U ;Long-Sleeve Logo Jersey;01/07/2013 0:00;;Activo;Jerseys;Jersey;3;Clothing;Prenda
235;LJ-0192-X;21;Long-Sleeve Logo Jersey, XL;Logotipo Largo De La Manga Jersey, Xl;31,7244;VERDADERO;Multicolor;4;3;48,0673;XL;XL;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;01/07/2011 0:00;28/12/2007 0:00;;Jerseys;Jersey;3;Clothing;Prenda
236;LJ-0192-X;21;Long-Sleeve Logo Jersey, XL;Logotipo Largo De La Manga Jersey, Xl;29,0807;VERDADERO;Multicolor;4;3;48,0673;XL;XL;;0;S ;28,8404;;U ;Long-Sleeve Logo Jersey;01/07/2012 0:00;27/12/2008 0:00;;Jerseys;Jersey;3;Clothing;Prenda
237;LJ-0192-X;21;Long-Sleeve Logo Jersey, XL;Logotipo Largo De La Manga Jersey, Xl;38,4923;VERDADERO;Multicolor;4;3;49,99;XL;XL;;0;S ;29,994;;U ;Long-Sleeve Logo Jersey;01/07/2013 0:00;;Activo;Jerseys;Jersey;3;Clothing;Prenda
238;FR-R92R-62;14;HL Road Frame - Red, 62;Marco Hl Road - Rojo, 62;747,9682;VERDADERO;Rojo;500;375;1263,4598;62;60-62 CM;2,3;1;R ;758,0759;H ;U ;HL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
239;FR-R92R-62;14;HL Road Frame - Red, 62;Marco Hl Road - Rojo, 62;722,2568;VERDADERO;Rojo;500;375;1301,3636;62;60-62 CM;2,3;1;R ;780,8182;H ;U ;HL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
240;FR-R92R-62;14;HL Road Frame - Red, 62;Marco Hl Road - Rojo, 62;868,6342;VERDADERO;Rojo;500;375;1431,5;62;60-62 CM;2,3;1;R ;858,9;H ;U ;HL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
241;FR-R92R-44;14;HL Road Frame - Red, 44;Marco Hl Road - Rojo, 44;747,9682;VERDADERO;Rojo;500;375;1263,4598;44;42-46 CM;2,12;1;R ;758,0759;H ;U ;HL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
242;FR-R92R-44;14;HL Road Frame - Red, 44;Marco Hl Road - Rojo, 44;722,2568;VERDADERO;Rojo;500;375;1301,3636;44;42-46 CM;2,12;1;R ;780,8182;H ;U ;HL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
243;FR-R92R-44;14;HL Road Frame - Red, 44;Marco Hl Road - Rojo, 44;868,6342;VERDADERO;Rojo;500;375;1431,5;44;42-46 CM;2,12;1;R ;858,9;H ;U ;HL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
244;FR-R92R-48;14;HL Road Frame - Red, 48;Marco Hl Road - Rojo, 48;747,9682;VERDADERO;Rojo;500;375;1263,4598;48;48-52 CM;2,16;1;R ;758,0759;H ;U ;HL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
245;FR-R92R-48;14;HL Road Frame - Red, 48;Marco Hl Road - Rojo, 48;722,2568;VERDADERO;Rojo;500;375;1301,3636;48;48-52 CM;2,16;1;R ;780,8182;H ;U ;HL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
246;FR-R92R-48;14;HL Road Frame - Red, 48;Marco Hl Road - Rojo, 48;868,6342;VERDADERO;Rojo;500;375;1431,5;48;48-52 CM;2,16;1;R ;858,9;H ;U ;HL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
247;FR-R92R-52;14;HL Road Frame - Red, 52;Marco Hl Road - Rojo, 52;747,9682;VERDADERO;Rojo;500;375;1263,4598;52;48-52 CM;2,2;1;R ;758,0759;H ;U ;HL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
248;FR-R92R-52;14;HL Road Frame - Red, 52;Marco Hl Road - Rojo, 52;722,2568;VERDADERO;Rojo;500;375;1301,3636;52;48-52 CM;2,2;1;R ;780,8182;H ;U ;HL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
249;FR-R92R-52;14;HL Road Frame - Red, 52;Marco Hl Road - Rojo, 52;868,6342;VERDADERO;Rojo;500;375;1431,5;52;48-52 CM;2,2;1;R ;858,9;H ;U ;HL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
250;FR-R92R-56;14;HL Road Frame - Red, 56;Marco Hl Road - Rojo, 56;747,9682;VERDADERO;Rojo;500;375;1263,4598;56;54-58 CM;2,24;1;R ;758,0759;H ;U ;HL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
251;FR-R92R-56;14;HL Road Frame - Red, 56;Marco Hl Road - Rojo, 56;722,2568;VERDADERO;Rojo;500;375;1301,3636;56;54-58 CM;2,24;1;R ;780,8182;H ;U ;HL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
252;FR-R92R-56;14;HL Road Frame - Red, 56;Marco Hl Road - Rojo, 56;868,6342;VERDADERO;Rojo;500;375;1431,5;56;54-58 CM;2,24;1;R ;858,9;H ;U ;HL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
253;FR-R38B-58;14;LL Road Frame - Black, 58;Marco Ll Road - Negro, 58;176,1997;VERDADERO;Negro;500;375;297,6346;58;54-58 CM;2,46;1;R ;178,5808;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
254;FR-R38B-58;14;LL Road Frame - Black, 58;Marco Ll Road - Negro, 58;170,1428;VERDADERO;Negro;500;375;306,5636;58;54-58 CM;2,46;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
255;FR-R38B-58;14;LL Road Frame - Black, 58;Marco Ll Road - Negro, 58;204,6251;VERDADERO;Negro;500;375;337,22;58;54-58 CM;2,46;1;R ;202,332;L ;U ;LL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
256;FR-R38B-60;14;LL Road Frame - Black, 60;Marco Ll Road - Negro, 60;176,1997;VERDADERO;Negro;500;375;297,6346;60;60-62 CM;2,48;1;R ;178,5808;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
257;FR-R38B-60;14;LL Road Frame - Black, 60;Marco Ll Road - Negro, 60;170,1428;VERDADERO;Negro;500;375;306,5636;60;60-62 CM;2,48;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
258;FR-R38B-60;14;LL Road Frame - Black, 60;Marco Ll Road - Negro, 60;204,6251;VERDADERO;Negro;500;375;337,22;60;60-62 CM;2,48;1;R ;202,332;L ;U ;LL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
259;FR-R38B-62;14;LL Road Frame - Black, 62;Marco Ll Road - Negro, 62;176,1997;VERDADERO;Negro;500;375;297,6346;62;60-62 CM;2,5;1;R ;178,5808;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
260;FR-R38B-62;14;LL Road Frame - Black, 62;Marco Ll Road - Negro, 62;170,1428;VERDADERO;Negro;500;375;306,5636;62;60-62 CM;2,5;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
261;FR-R38B-62;14;LL Road Frame - Black, 62;Marco Ll Road - Negro, 62;204,6251;VERDADERO;Negro;500;375;337,22;62;60-62 CM;2,5;1;R ;202,332;L ;U ;LL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
262;FR-R38R-44;14;LL Road Frame - Red, 44;Marco Ll Road - Rojo, 44;181,4857;VERDADERO;Rojo;500;375;306,5636;44;42-46 CM;2,32;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
263;FR-R38R-44;14;LL Road Frame - Red, 44;Marco Ll Road - Rojo, 44;187,1571;VERDADERO;Rojo;500;375;337,22;44;42-46 CM;2,32;1;R ;202,332;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
264;FR-R38R-48;14;LL Road Frame - Red, 48;Marco Ll Road - Rojo, 48;181,4857;VERDADERO;Rojo;500;375;306,5636;48;48-52 CM;2,36;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
265;FR-R38R-48;14;LL Road Frame - Red, 48;Marco Ll Road - Rojo, 48;187,1571;VERDADERO;Rojo;500;375;337,22;48;48-52 CM;2,36;1;R ;202,332;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
266;FR-R38R-52;14;LL Road Frame - Red, 52;Marco Ll Road - Rojo, 52;181,4857;VERDADERO;Rojo;500;375;306,5636;52;48-52 CM;2,4;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
267;FR-R38R-52;14;LL Road Frame - Red, 52;Marco Ll Road - Rojo, 52;187,1571;VERDADERO;Rojo;500;375;337,22;52;48-52 CM;2,4;1;R ;202,332;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
268;FR-R38R-58;14;LL Road Frame - Red, 58;Marco Ll Road - Rojo, 58;181,4857;VERDADERO;Rojo;500;375;306,5636;58;54-58 CM;2,46;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
269;FR-R38R-58;14;LL Road Frame - Red, 58;Marco Ll Road - Rojo, 58;187,1571;VERDADERO;Rojo;500;375;337,22;58;54-58 CM;2,46;1;R ;202,332;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
270;FR-R38R-60;14;LL Road Frame - Red, 60;Marco Ll Road - Rojo, 60;181,4857;VERDADERO;Rojo;500;375;306,5636;60;60-62 CM;2,48;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
271;FR-R38R-60;14;LL Road Frame - Red, 60;Marco Ll Road - Rojo, 60;187,1571;VERDADERO;Rojo;500;375;337,22;60;60-62 CM;2,48;1;R ;202,332;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
272;FR-R38R-62;14;LL Road Frame - Red, 62;Marco Ll Road - Rojo, 62;181,4857;VERDADERO;Rojo;500;375;306,5636;62;60-62 CM;2,5;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
273;FR-R38R-62;14;LL Road Frame - Red, 62;Marco Ll Road - Rojo, 62;187,1571;VERDADERO;Rojo;500;375;337,22;62;60-62 CM;2,5;1;R ;202,332;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
274;FR-R72R-44;14;ML Road Frame - Red, 44;Marco Ml Road - Rojo, 44;352,1394;VERDADERO;Rojo;500;375;594,83;44;42-46 CM;2,22;1;R ;356,898;M ;U ;ML Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
275;FR-R72R-48;14;ML Road Frame - Red, 48;Marco Ml Road - Rojo, 48;352,1394;VERDADERO;Rojo;500;375;594,83;48;48-52 CM;2,26;1;R ;356,898;M ;U ;ML Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
276;FR-R72R-52;14;ML Road Frame - Red, 52;Marco Ml Road - Rojo, 52;352,1394;VERDADERO;Rojo;500;375;594,83;52;48-52 CM;2,3;1;R ;356,898;M ;U ;ML Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
277;FR-R72R-58;14;ML Road Frame - Red, 58;Marco Ml Road - Rojo, 58;352,1394;VERDADERO;Rojo;500;375;594,83;58;54-58 CM;2,36;1;R ;356,898;M ;U ;ML Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
278;FR-R72R-60;14;ML Road Frame - Red, 60;Marco Ml Road - Rojo, 60;352,1394;VERDADERO;Rojo;500;375;594,83;60;60-62 CM;2,38;1;R ;356,898;M ;U ;ML Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
279;FR-R38B-44;14;LL Road Frame - Black, 44;Marco Ll Road - Negro, 44;176,1997;VERDADERO;Negro;500;375;297,6346;44;42-46 CM;2,32;1;R ;178,5808;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
280;FR-R38B-44;14;LL Road Frame - Black, 44;Marco Ll Road - Negro, 44;170,1428;VERDADERO;Negro;500;375;306,5636;44;42-46 CM;2,32;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
281;FR-R38B-44;14;LL Road Frame - Black, 44;Marco Ll Road - Negro, 44;204,6251;VERDADERO;Negro;500;375;337,22;44;42-46 CM;2,32;1;R ;202,332;L ;U ;LL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
282;FR-R38B-48;14;LL Road Frame - Black, 48;Marco Ll Road - Negro, 48;176,1997;VERDADERO;Negro;500;375;297,6346;48;48-52 CM;2,36;1;R ;178,5808;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
283;FR-R38B-48;14;LL Road Frame - Black, 48;Marco Ll Road - Negro, 48;170,1428;VERDADERO;Negro;500;375;306,5636;48;48-52 CM;2,36;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
284;FR-R38B-48;14;LL Road Frame - Black, 48;Marco Ll Road - Negro, 48;204,6251;VERDADERO;Negro;500;375;337,22;48;48-52 CM;2,36;1;R ;202,332;L ;U ;LL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
285;FR-R38B-52;14;LL Road Frame - Black, 52;Marco Ll Road - Negro, 52;176,1997;VERDADERO;Negro;500;375;297,6346;52;48-52 CM;2,4;1;R ;178,5808;L ;U ;LL Road Frame;01/07/2011 0:00;28/12/2007 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
286;FR-R38B-52;14;LL Road Frame - Black, 52;Marco Ll Road - Negro, 52;170,1428;VERDADERO;Negro;500;375;306,5636;52;48-52 CM;2,4;1;R ;183,9382;L ;U ;LL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
287;FR-R38B-52;14;LL Road Frame - Black, 52;Marco Ll Road - Negro, 52;204,6251;VERDADERO;Negro;500;375;337,22;52;48-52 CM;2,4;1;R ;202,332;L ;U ;LL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
288;FR-M94S-42;12;HL Mountain Frame - Silver, 42;Marco Hl Montaña - Plata, 42;623,8403;VERDADERO;Plateado;500;375;1204,3248;42;42-46 CM;2,72;1;M ;722,5949;H ;U ;HL Mountain Frame;01/07/2011 0:00;28/12/2007 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
289;FR-M94S-42;12;HL Mountain Frame - Silver, 42;Marco Hl Montaña - Plata, 42;660,9142;VERDADERO;Plateado;500;375;1240,4545;42;42-46 CM;2,72;1;M ;744,2727;H ;U ;HL Mountain Frame;01/07/2012 0:00;27/12/2008 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
290;FR-M94S-42;12;HL Mountain Frame - Silver, 42;Marco Hl Montaña - Plata, 42;747,2002;VERDADERO;Plateado;500;375;1364,5;42;42-46 CM;2,72;1;M ;818,7;H ;U ;HL Mountain Frame;01/07/2013 0:00;;Activo;Mountain Frames;Cuadro de montaña;2;Components;Componente
291;FR-M94S-44;12;HL Mountain Frame - Silver, 44;Marco Hl Montaña - Plata, 44;706,811;VERDADERO;Plateado;500;375;1364,5;44;42-46 CM;2,76;1;M ;818,7;H ;U ;HL Mountain Frame;01/07/2011 0:00;28/12/2007 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
292;FR-M94S-52;12;HL Mountain Frame - Silver, 48;Marco Hl Montaña - Plata, 48;706,811;VERDADERO;Plateado;500;375;1364,5;48;48-52 CM;2,8;1;M ;818,7;H ;U ;HL Mountain Frame;01/07/2011 0:00;28/12/2007 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
293;FR-M94S-46;12;HL Mountain Frame - Silver, 46;Marco Hl Montaña - Plata, 46;623,8403;VERDADERO;Plateado;500;375;1204,3248;46;42-46 CM;2,84;1;M ;722,5949;H ;U ;HL Mountain Frame;01/07/2011 0:00;28/12/2007 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
294;FR-M94S-46;12;HL Mountain Frame - Silver, 46;Marco Hl Montaña - Plata, 46;660,9142;VERDADERO;Plateado;500;375;1240,4545;46;42-46 CM;2,84;1;M ;744,2727;H ;U ;HL Mountain Frame;01/07/2012 0:00;27/12/2008 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
295;FR-M94S-46;12;HL Mountain Frame - Silver, 46;Marco Hl Montaña - Plata, 46;747,2002;VERDADERO;Plateado;500;375;1364,5;46;42-46 CM;2,84;1;M ;818,7;H ;U ;HL Mountain Frame;01/07/2013 0:00;;Activo;Mountain Frames;Cuadro de montaña;2;Components;Componente
296;FR-M94B-42;12;HL Mountain Frame - Black, 42;Marco Hl Montaña - Negro, 42;617,0281;VERDADERO;Negro;500;375;1191,1739;42;42-46 CM;2,72;1;M ;714,7043;H ;U ;HL Mountain Frame;01/07/2011 0:00;28/12/2007 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
297;FR-M94B-42;12;HL Mountain Frame - Black, 42;Marco Hl Montaña - Negro, 42;653,6971;VERDADERO;Negro;500;375;1226,9091;42;42-46 CM;2,72;1;M ;736,1455;H ;U ;HL Mountain Frame;01/07/2012 0:00;27/12/2008 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
298;FR-M94B-42;12;HL Mountain Frame - Black, 42;Marco Hl Montaña - Negro, 42;739,041;VERDADERO;Negro;500;375;1349,6;42;42-46 CM;2,72;1;M ;809,76;H ;U ;HL Mountain Frame;01/07/2013 0:00;;Activo;Mountain Frames;Cuadro de montaña;2;Components;Componente
299;FR-M94B-44;12;HL Mountain Frame - Black, 44;Marco Hl Montaña - Negro, 44;699,0928;VERDADERO;Negro;500;375;1349,6;44;42-46 CM;2,76;1;M ;809,76;H ;U ;HL Mountain Frame;01/07/2011 0:00;28/12/2007 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
300;FR-M94B-48;12;HL Mountain Frame - Black, 48;Marco Hl Montaña - Negro, 48;699,0928;VERDADERO;Negro;500;375;1349,6;48;48-52 CM;2,8;1;M ;809,76;H ;U ;HL Mountain Frame;01/07/2011 0:00;28/12/2007 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
301;FR-M94B-46;12;HL Mountain Frame - Black, 46;Marco Hl Montaña - Negro, 46;617,0281;VERDADERO;Negro;500;375;1191,1739;46;42-46 CM;2,84;1;M ;714,7043;H ;U ;HL Mountain Frame;01/07/2011 0:00;28/12/2007 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
302;FR-M94B-46;12;HL Mountain Frame - Black, 46;Marco Hl Montaña - Negro, 46;653,6971;VERDADERO;Negro;500;375;1226,9091;46;42-46 CM;2,84;1;M ;736,1455;H ;U ;HL Mountain Frame;01/07/2012 0:00;27/12/2008 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
303;FR-M94B-46;12;HL Mountain Frame - Black, 46;Marco Hl Montaña - Negro, 46;739,041;VERDADERO;Negro;500;375;1349,6;46;42-46 CM;2,84;1;M ;809,76;H ;U ;HL Mountain Frame;01/07/2013 0:00;;Activo;Mountain Frames;Cuadro de montaña;2;Components;Componente
304;FR-M94B-38;12;HL Mountain Frame - Black, 38;Marco Hl Montaña - Negro, 38;617,0281;VERDADERO;Negro;500;375;1191,1739;38;38-40 CM;2,68;2;M ;714,7043;H ;U ;HL Mountain Frame;01/07/2011 0:00;28/12/2007 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
305;FR-M94B-38;12;HL Mountain Frame - Black, 38;Marco Hl Montaña - Negro, 38;653,6971;VERDADERO;Negro;500;375;1226,9091;38;38-40 CM;2,68;2;M ;736,1455;H ;U ;HL Mountain Frame;01/07/2012 0:00;27/12/2008 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
306;FR-M94B-38;12;HL Mountain Frame - Black, 38;Marco Hl Montaña - Negro, 38;739,041;VERDADERO;Negro;500;375;1349,6;38;38-40 CM;2,68;2;M ;809,76;H ;U ;HL Mountain Frame;01/07/2013 0:00;;Activo;Mountain Frames;Cuadro de montaña;2;Components;Componente
307;FR-M94S-38;12;HL Mountain Frame - Silver, 38;Marco Hl Montaña - Plata, 38;623,8403;VERDADERO;Plateado;500;375;1204,3248;38;38-40 CM;2,68;2;M ;722,5949;H ;U ;HL Mountain Frame;01/07/2011 0:00;28/12/2007 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
308;FR-M94S-38;12;HL Mountain Frame - Silver, 38;Marco Hl Montaña - Plata, 38;660,9142;VERDADERO;Plateado;500;375;1240,4545;38;38-40 CM;2,68;2;M ;744,2727;H ;U ;HL Mountain Frame;01/07/2012 0:00;27/12/2008 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
309;FR-M94S-38;12;HL Mountain Frame - Silver, 38;Marco Hl Montaña - Plata, 38;747,2002;VERDADERO;Plateado;500;375;1364,5;38;38-40 CM;2,68;2;M ;818,7;H ;U ;HL Mountain Frame;01/07/2013 0:00;;Activo;Mountain Frames;Cuadro de montaña;2;Components;Componente
310;BK-R93R-62;2;Road-150 Red, 62;Carretera-150 Rojo, 62;2171,2942;VERDADERO;Rojo;100;75;3578,27;62;60-62 CM;15;4;R ;2146,962;H ;U ;Road-150;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
311;BK-R93R-44;2;Road-150 Red, 44;Carretera-150 Rojo, 44;2171,2942;VERDADERO;Rojo;100;75;3578,27;44;42-46 CM;13,77;4;R ;2146,962;H ;U ;Road-150;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
312;BK-R93R-48;2;Road-150 Red, 48;Carretera-150 Rojo, 48;2171,2942;VERDADERO;Rojo;100;75;3578,27;48;48-52 CM;14,13;4;R ;2146,962;H ;U ;Road-150;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
313;BK-R93R-52;2;Road-150 Red, 52;Carretera-150 Rojo, 52;2171,2942;VERDADERO;Rojo;100;75;3578,27;52;48-52 CM;14,42;4;R ;2146,962;H ;U ;Road-150;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
314;BK-R93R-56;2;Road-150 Red, 56;Camino-150 Rojo, 56;2171,2942;VERDADERO;Rojo;100;75;3578,27;56;54-58 CM;14,68;4;R ;2146,962;H ;U ;Road-150;01/07/2011 0:00;28/12/2007 0:00;;Road Bikes;Bicicleta de carretera;1;Bikes;Bicicleta
